Time[min],Mass[mg],Temperature[degreeC],RH_target[%],RH_measured[%]
231.13,7.5708,25.9,0,0.57
231.17,7.5693,25.9,0,0.57
231.2,7.5676,25.9,0,0.57
231.24,7.5653,25.9,0,0.57
231.27,7.5637,25.9,0,0.57
231.3,7.5622,25.9,0,0.57
231.34,7.5607,25.9,0,0.57
231.37,7.5592,25.9,0,0.57
231.41,7.5577,26,0,0.57
231.44,7.5561,26,0,0.57
231.47,7.5547,26,0,0.57
231.51,7.5531,25.9,0,0.57
231.54,7.5524,25.9,0,0.57
231.58,7.5509,25.9,0,0.57
231.61,7.5502,25.9,0,0.57
231.64,7.5487,25.9,0,0.57
231.68,7.5472,25.9,0,0.57
231.71,7.5458,26,0,0.57
231.74,7.5443,25.9,0,0.57
231.78,7.5429,25.9,0,0.57
231.81,7.5415,25.9,0,0.57
231.84,7.54,25.9,0,0.57
231.88,7.5386,25.9,0,0.57
231.91,7.5372,26,0,0.57
231.94,7.5359,26,0,0.57
231.98,7.5344,25.9,0,0.57
232.01,7.5331,26,0,0.57
232.05,7.5317,26,0,0.57
232.08,7.5303,26,0,0.57
232.11,7.5289,26,0,0.57
232.15,7.5276,26,0,0.57
232.18,7.5262,25.9,0,0.57
232.21,7.5242,25.9,0,0.57
232.25,7.5229,25.9,0,0.57
232.28,7.5216,25.9,0,0.57
232.32,7.5203,25.9,0,0.57
232.35,7.5189,26,0,0.57
232.38,7.5177,26,0,0.57
232.42,7.5163,25.9,0,0.57
232.45,7.515,25.9,0,0.57
232.48,7.5144,25.9,0,0.57
232.52,7.5131,25.9,0,0.57
232.55,7.5125,25.9,0,0.57
232.59,7.5111,25.9,0,0.57
232.62,7.5099,25.9,0,0.57
232.65,7.5086,25.9,0,0.57
232.69,7.5073,26,0,0.57
232.72,7.506,26,0,0.57
232.75,7.5048,25.9,0,0.57
232.79,7.5036,25.9,0,0.57
232.82,7.5023,25.9,0,0.57
232.85,7.5011,25.9,0,0.57
232.89,7.4998,25.9,0,0.57
232.92,7.4986,25.9,0,0.57
232.96,7.4973,25.9,0,0.57
232.99,7.4961,26,0,0.57
233.02,7.4949,26,0,0.57
233.06,7.4937,26,0,0.57
233.09,7.4924,26,0,0.57
233.12,7.4913,26,0,0.57
233.16,7.49,26,0,0.57
233.19,7.4895,26,0,0.57
233.23,7.4872,26,0,0.57
233.26,7.4866,25.9,0,0.57
233.29,7.4854,25.9,0,0.57
233.33,7.4843,26,0,0.57
233.36,7.4832,25.9,0,0.57
233.39,7.482,26,0,0.57
233.43,7.4809,26,0,0.57
233.46,7.4798,26,0,0.57
233.5,7.4792,26,0,0.57
233.53,7.4781,26,0,0.57
233.56,7.477,25.9,0,0.57
233.6,7.4759,25.9,0,0.57
233.63,7.4748,25.9,0,0.57
233.66,7.4737,25.9,0,0.57
233.7,7.4726,25.9,0,0.57
233.73,7.4715,25.9,0,0.57
233.76,7.4705,25.9,0,0.57
233.8,7.4694,25.9,0,0.57
233.83,7.4683,25.9,0,0.57
233.87,7.4672,25.9,0,0.57
233.9,7.4662,25.9,0,0.57
233.93,7.4651,25.9,0,0.57
233.97,7.464,26,0,0.57
234,7.4629,26,0,0.57
234.04,7.4619,25.9,0,0.57
234.07,7.4608,26,0,0.57
234.1,7.4598,26,0,0.57
234.14,7.4588,26,0,0.57
234.17,7.4573,26,0,0.57
234.2,7.4563,26,0,0.57
234.24,7.4557,26,0,0.57
234.27,7.4547,25.9,0,0.57
234.31,7.4537,26,0,0.57
234.34,7.4527,26,0,0.57
234.37,7.4517,25.9,0,0.57
234.41,7.4507,26,0,0.57
234.44,7.4497,26,0,0.57
234.47,7.4488,26,0,0.57
234.51,7.4483,26,0,0.57
234.54,7.4473,26,0,0.57
234.58,7.4463,26,0,0.57
234.61,7.4454,25.9,0,0.57
234.64,7.4444,25.9,0,0.57
234.68,7.4434,25.9,0,0.57
234.71,7.4424,26,0,0.56
234.75,7.4415,25.9,0,0.57
234.78,7.4405,26,0,0.57
234.81,7.4396,26,0,0.57
234.85,7.4386,26,0,0.57
234.88,7.4377,26,0,0.57
234.91,7.4367,26,0,0.57
234.95,7.4358,25.9,0,0.57
234.98,7.4349,25.9,0,0.57
235.02,7.434,25.9,0,0.57
235.05,7.4331,25.9,0,0.57
235.08,7.4321,25.9,0,0.57
235.12,7.4313,25.9,0,0.57
235.15,7.4303,25.9,0,0.57
235.19,7.429,25.9,0,0.57
235.22,7.428,25.9,0,0.57
235.25,7.4272,25.9,0,0.57
235.29,7.4263,25.9,0,0.57
235.32,7.4259,25.9,0,0.57
235.35,7.4249,25.9,0,0.57
235.39,7.4241,26,0,0.57
235.42,7.4232,25.9,0,0.57
235.46,7.4223,25.9,0,0.57
235.49,7.4214,25.9,0,0.57
235.52,7.421,26,0,0.57
235.56,7.4201,26,0,0.57
235.59,7.4193,26,0,0.57
235.63,7.4184,26,0,0.57
235.66,7.4176,26,0,0.57
235.69,7.4167,26,0,0.57
235.73,7.4159,25.9,0,0.57
235.76,7.415,25.9,0,0.57
235.79,7.4141,25.9,0,0.57
235.83,7.4133,25.9,0,0.57
235.86,7.4125,26,0,0.57
235.9,7.4116,26,0,0.57
235.93,7.4108,26,0,0.57
235.96,7.41,26,0,0.57
236,7.4091,26,0,0.57
236.03,7.4083,26,0,0.57
236.06,7.4075,26,0,0.57
236.1,7.4067,26,0,0.57
236.13,7.4058,26,0,0.57
236.16,7.4046,25.9,0,0.57
236.2,7.4039,25.9,0,0.57
236.23,7.4034,25.9,0,0.57
236.26,7.4026,25.9,0,0.57
236.3,7.4018,25.9,0,0.57
236.33,7.401,25.9,0,0.57
236.37,7.4003,25.9,0,0.57
236.4,7.3995,26,0,0.57
236.43,7.3987,26,0,0.57
236.47,7.398,26,0,0.57
236.5,7.3976,26,0,0.57
236.54,7.3967,26,0,0.56
236.57,7.396,26,0,0.57
236.6,7.3952,26,0,0.57
236.64,7.3945,26,0,0.57
236.67,7.3937,26,0,0.57
236.71,7.3929,25.9,0,0.57
236.74,7.3922,25.9,0,0.56
236.77,7.3914,25.9,0,0.56
236.81,7.3907,26,0,0.56
236.84,7.3899,26,0,0.57
236.87,7.3892,26,0,0.56
236.91,7.3885,26,0,0.56
236.94,7.3877,26,0,0.56
236.97,7.387,26,0,0.57
237.01,7.3863,26,0,0.57
237.04,7.3855,26,0,0.57
237.07,7.3852,25.9,0,0.56
237.11,7.3841,25.9,0,0.57
237.14,7.3834,26,0,0.57
237.18,7.3827,26,0,0.57
237.21,7.382,26,0,0.56
237.24,7.3813,26,0,0.57
237.28,7.3806,26,0,0.57
237.31,7.38,26,0,0.56
237.34,7.3793,26,0,0.56
237.38,7.3786,26,0,0.56
237.41,7.3783,26,0,0.57
237.44,7.3775,26,0,0.57
237.48,7.3769,26,0,0.57
237.51,7.3762,25.9,0,0.56
237.54,7.3755,26,0,0.57
237.58,7.3749,26,0,0.57
237.61,7.3741,26,0,0.56
237.65,7.3735,26,0,0.56
237.68,7.3728,26,0,0.56
237.71,7.3721,26,0,0.57
237.75,7.3714,26,0,0.57
237.78,7.3708,26,0,0.57
237.82,7.3701,26,0,0.56
237.85,7.3694,26,0,0.57
237.88,7.3688,26,0,0.57
237.92,7.3681,26,0,0.57
237.95,7.3674,26,0,0.57
237.98,7.3671,26,0,0.57
238.02,7.3661,26,0,0.57
238.05,7.3658,25.9,0,0.57
238.09,7.3649,25.9,0,0.57
238.12,7.3643,25.9,0,0.57
238.15,7.3636,25.9,0,0.57
238.19,7.363,26,0,0.57
238.22,7.3624,26,0,0.57
238.25,7.3617,26,0,0.56
238.29,7.3611,25.9,0,0.57
238.32,7.3605,25.9,0,0.57
238.36,7.3602,25.9,0,0.57
238.39,7.3595,25.9,0,0.57
238.42,7.359,25.9,0,0.57
238.46,7.3583,25.9,0,0.57
238.49,7.3577,25.9,0,0.57
238.53,7.3571,25.9,0,0.57
238.56,7.3565,26,0,0.57
238.59,7.3559,26,0,0.57
238.63,7.3553,26,0,0.57
238.66,7.3547,26,0,0.57
238.69,7.3541,26,0,0.57
238.73,7.3535,26,0,0.57
238.76,7.3529,26,0,0.57
238.79,7.3523,25.9,0,0.57
238.83,7.3518,26,0,0.57
238.86,7.3515,26,0,0.57
238.9,7.3509,26,0,0.57
238.93,7.3503,26,0,0.57
238.96,7.3497,26,0,0.57
239,7.3489,26,0,0.57
239.03,7.3483,26,0,0.57
239.06,7.3477,26,0,0.57
239.1,7.3471,26,0,0.57
239.13,7.3465,26,0,0.57
239.17,7.346,26,0,0.57
239.2,7.3454,26,0,0.57
239.23,7.3448,26,0,0.57
239.27,7.3443,26,0,0.57
239.3,7.3437,26,0,0.57
239.33,7.3431,26,0,0.57
239.37,7.3425,26,0,0.57
239.4,7.3422,26,0,0.57
239.44,7.3416,26,0,0.57
239.47,7.3411,26,0,0.57
239.5,7.3405,26,0,0.57
239.54,7.3399,25.9,0,0.57
239.57,7.3393,25.9,0,0.57
239.6,7.3388,25.9,0,0.57
239.64,7.3382,25.9,0,0.57
239.67,7.3377,26,0,0.57
239.71,7.3371,26,0,0.57
239.74,7.3368,26,0,0.57
239.77,7.3363,25.9,0,0.57
239.81,7.3357,26,0,0.57
239.84,7.3351,26,0,0.57
239.87,7.3346,26,0,0.57
239.91,7.3341,26,0,0.57
239.94,7.3335,26,0,0.57
239.97,7.333,26,0,0.57
240.01,7.3325,26,0,0.57
240.04,7.332,26,0,0.57
240.08,7.3315,26,0,0.57
240.11,7.3307,26,0,0.57
240.14,7.3301,26,0,0.57
240.18,7.3296,26,0,0.57
240.21,7.3291,26,0,0.57
240.24,7.3286,26,0,0.57
240.28,7.3281,26,0,0.57
240.31,7.3276,26.1,0,0.57
240.35,7.3271,26.1,0,0.57
240.38,7.3265,26,0,0.57
240.41,7.3263,26,0,0.57
240.45,7.3258,26,0,0.57
240.48,7.3253,25.9,0,0.57
240.51,7.3248,25.9,0,0.57
240.55,7.3243,25.9,0,0.57
240.58,7.3238,26,0,0.57
240.62,7.3233,26,0,0.57
240.65,7.3228,26,0,0.57
240.68,7.3224,26,0,0.57
240.72,7.3221,25.9,0,0.57
240.75,7.3216,25.9,0,0.57
240.79,7.3212,25.9,0,0.57
240.82,7.3207,26,0,0.57
240.85,7.3202,26,0,0.57
240.89,7.3197,26,0,0.57
240.92,7.3193,26,0,0.57
240.95,7.3188,25.9,0,0.57
240.99,7.3183,26,0,0.57
241.02,7.3176,26,0,0.57
241.05,7.3171,26,0,0.57
241.09,7.3167,26,0,0.57
241.12,7.3162,26,0,0.57
241.16,7.3157,26,0,0.57
241.19,7.3153,26,0,0.57
241.22,7.3148,26,0,0.57
241.26,7.3144,26,0,0.57
241.29,7.3139,26,0,0.57
241.32,7.3134,26,0,0.57
241.36,7.3132,26,0,0.57
241.39,7.3127,26,0,0.57
241.43,7.3123,26,0,0.57
241.46,7.3119,26,0,0.57
241.49,7.3114,26.1,0,0.57
241.53,7.311,26.1,0,0.57
241.56,7.3105,26.1,0,0.57
241.6,7.3101,26.1,0,0.57
241.63,7.3096,26,0,0.57
241.66,7.3094,26,0,0.57
241.7,7.3089,26,0,0.57
241.73,7.3085,26,0,0.57
241.76,7.308,26,0,0.57
241.8,7.3076,26,0,0.57
241.83,7.3072,26,0,0.57
241.87,7.3067,26,0,0.57
241.9,7.3063,26,0,0.58
241.93,7.3059,26,0,0.58
241.97,7.3054,26,0,0.57
242,7.3048,26,0,0.57
242.04,7.3044,26.1,0,0.58
242.07,7.3039,26.1,0,0.57
242.1,7.3035,26,0,0.57
242.14,7.303,26,0,0.57
242.17,7.3027,26,0,0.57
242.2,7.3022,25.9,0,0.58
242.24,7.3018,25.9,0,0.57
242.27,7.3014,25.9,0,0.58
242.31,7.3012,25.9,0,0.57
242.34,7.3008,25.9,0,0.57
242.37,7.3004,25.9,0,0.57
242.41,7.3,26,0,0.58
242.44,7.2996,26,0,0.57
242.47,7.2992,26,0,0.58
242.51,7.2987,26,0,0.58
242.54,7.2983,26,0,0.57
242.57,7.2981,26,0,0.57
242.61,7.2977,26,0,0.57
242.64,7.2973,25.9,0,0.57
242.68,7.2969,25.9,0,0.57
242.71,7.2965,25.9,0,0.57
242.74,7.2961,26,0,0.58
242.78,7.2957,26,0,0.58
242.81,7.2953,26,0,0.57
242.85,7.2949,26,0,0.57
242.88,7.2945,25.9,0,0.57
242.91,7.2941,25.9,0,0.58
242.95,7.2938,25.9,0,0.58
242.98,7.2934,26,0,0.58
243.01,7.293,26,0,0.58
243.05,7.2924,26,0,0.57
243.08,7.292,26,0,0.57
243.11,7.2916,25.9,0,0.57
243.15,7.2912,26,0,0.58
243.18,7.2908,26,0,0.57
243.22,7.2905,26,0,0.58
243.25,7.29,26,0,0.57
243.28,7.2897,26,0,0.57
243.32,7.2893,26,0,0.57
243.35,7.2889,26,0,0.58
243.39,7.2887,26,0,0.57
243.42,7.2884,25.9,0,0.59
243.45,7.288,25.9,0,0.58
243.49,7.2876,25.9,0,0.57
243.52,7.2872,25.9,0,0.57
243.55,7.2871,25.9,0,0.57
243.59,7.2866,26,0,0.57
243.62,7.2863,26,0,0.57
243.65,7.2859,26,0,0.58
243.69,7.2856,26,0,0.58
243.72,7.2852,26,0,0.58
243.76,7.2848,26,0,0.59
243.79,7.2844,26,0,0.59
243.82,7.2841,26,0,0.57
243.86,7.2837,26,0,0.58
243.89,7.2834,26,0,0.57
243.92,7.283,26,0,0.58
243.96,7.2827,26,0,0.57
243.99,7.2823,26,0,0.58
244.03,7.2819,26,0,0.57
244.06,7.2816,26,0,0.58
244.09,7.2811,26,0,0.58
244.13,7.2807,26,0,0.57
244.16,7.2804,26,0,0.59
244.19,7.2801,26,0,0.61
244.23,7.2797,26,0,0.6
244.26,7.2794,26,0,0.6
244.3,7.2791,25.9,0,0.6
244.33,7.2787,26,0,0.6
244.36,7.2786,25.9,0,0.59
244.4,7.2782,26,0,0.59
244.43,7.278,26,0,0.59
244.46,7.2777,26,0,0.59
244.5,7.2774,26,0,0.59
244.53,7.277,26,0,0.59
244.57,7.2767,26,0,0.59
244.6,7.2764,26,0,0.58
244.63,7.276,26,0,0.58
244.67,7.2757,26,0,0.59
244.7,7.2753,25.9,0,0.59
244.74,7.275,25.9,0,0.59
244.77,7.2747,26,0,0.59
244.8,7.2743,25.9,0,0.59
244.84,7.274,26,0,0.59
244.87,7.2737,26,0,0.57
244.91,7.2733,26,0,0.59
244.94,7.273,26,0,0.59
244.97,7.2727,26,0,0.58
245.01,7.2724,26,0,0.58
245.04,7.272,25.9,0,0.59
245.07,7.2716,26,0,0.58
245.11,7.2712,25.9,0,0.59
245.14,7.2709,25.9,0,0.59
245.18,7.2706,25.9,0,0.58
245.21,7.2703,25.9,0,0.57
245.24,7.2699,25.9,0,0.59
245.28,7.2696,25.9,0,0.57
245.31,7.2693,26,0,0.58
245.34,7.269,26,0,0.58
245.38,7.2686,26,0,0.58
245.41,7.2685,26,0,0.58
245.44,7.2683,26,0,0.58
245.48,7.268,26,0,0.59
245.51,7.2677,25.9,0,0.58
245.55,7.2674,26,0,0.57
245.58,7.2671,26,0,0.58
245.61,7.2668,26,0,0.59
245.65,7.2665,26,0,0.58
245.68,7.2662,25.9,0,0.58
245.71,7.2659,26,0,0.58
245.75,7.2655,26,0,0.58
245.78,7.2652,26,0,0.57
245.81,7.2649,26,0,0.57
245.85,7.2646,26,0,0.57
245.88,7.2643,26,0,0.57
245.92,7.264,26,0,0.57
245.95,7.2637,26,0,0.58
245.98,7.2633,26,0,0.57
246.02,7.263,26,0,0.57
246.05,7.2627,26,0,0.58
246.09,7.2624,26,0,0.57
246.12,7.2621,26.1,0,0.57
246.15,7.2618,26,0,0.57
246.19,7.2615,26.1,0,0.57
246.22,7.2612,26,0,0.57
246.25,7.2611,26,0,0.57
246.29,7.2608,26,0,0.57
246.32,7.2605,26,0,0.57
246.36,7.2602,26,0,0.59
246.39,7.26,26,0,0.58
246.42,7.2597,26,0,0.58
246.46,7.2595,26,0,0.58
246.49,7.2592,26,0,0.58
246.52,7.2589,26,0,0.57
246.56,7.2586,26,0,0.58
246.59,7.2584,26,0,0.58
246.63,7.2581,26,0,0.58
246.66,7.2578,26.1,0,0.57
246.69,7.2575,26,0,0.57
246.73,7.2572,26.1,0,0.57
246.76,7.2569,26.1,0,0.57
246.79,7.2567,26,0,0.57
246.83,7.2564,26,0,0.58
246.86,7.2561,26,0,0.57
246.89,7.2558,26,0,0.57
246.93,7.2556,26,0,0.57
246.96,7.2553,26,0,0.57
247,7.255,26,0,0.58
247.03,7.2548,26,0,0.57
247.07,7.2545,26.1,0,0.58
247.1,7.2541,26,0,0.57
247.13,7.2538,26,0,0.57
247.17,7.2536,26.1,0,0.57
247.2,7.2533,26,0,0.57
247.23,7.253,26.1,0,0.57
247.27,7.2528,26.1,0,0.57
247.3,7.2526,26,0,0.57
247.34,7.2522,26.1,0,0.57
247.37,7.2521,26,0,0.57
247.4,7.2518,26,0,0.57
247.44,7.2515,26,0,0.57
247.47,7.2513,26,0,0.57
247.51,7.2511,26,0,0.57
247.54,7.2509,26,0,0.57
247.57,7.2506,25.9,0,0.57
247.61,7.2504,25.9,0,0.57
247.64,7.2501,26,0,0.57
247.68,7.2498,26,0,0.57
247.71,7.2496,26,0,0.57
247.74,7.2493,26,0,0.57
247.78,7.249,26,0,0.57
247.81,7.2488,26,0,0.57
247.84,7.2485,26,0,0.57
247.88,7.2482,26,0,0.57
247.91,7.248,26,0,0.57
247.95,7.2477,26,0,0.57
247.98,7.2475,26,0,0.57
248.01,7.2472,26,0,0.57
248.05,7.2469,26,0,0.57
248.08,7.2466,26,0,0.57
248.11,7.2463,26.1,0,0.57
248.15,7.2461,26.1,0,0.57
248.18,7.2458,26.1,0,0.57
248.22,7.2456,26.1,0,0.57
248.25,7.2453,26,0,0.57
248.28,7.2451,25.9,0,0.57
248.32,7.2449,25.9,0,0.57
248.35,7.2446,26,0,0.57
248.39,7.2444,26,0,0.57
248.42,7.2441,26,0,0.57
248.45,7.244,26,0,0.57
248.49,7.2438,25.9,0,0.57
248.52,7.2437,25.9,0,0.57
248.56,7.2434,25.9,0,0.57
248.59,7.2432,25.9,0,0.57
248.62,7.2429,25.9,0,0.57
248.66,7.2427,26,0,0.57
248.69,7.2425,26,0,0.57
248.72,7.2422,26,0,0.57
248.76,7.242,26,0,0.57
248.79,7.2418,26.1,0,0.57
248.83,7.2415,26.1,0,0.57
248.86,7.2413,26.1,0,0.57
248.89,7.241,26.1,0,0.57
248.93,7.2408,26.1,0,0.57
248.96,7.2405,26,0,0.57
248.99,7.2403,26,0,0.57
249.03,7.2401,26,0,0.57
249.06,7.2398,25.9,0,0.57
249.09,7.2395,26,0,0.57
249.13,7.2392,26,0,0.57
249.16,7.239,26,0,0.57
249.2,7.2388,26,0,0.57
249.23,7.2385,26,0,0.57
249.26,7.2383,26,0,0.57
249.3,7.2381,26,0,0.57
249.33,7.2379,25.9,0,0.57
249.36,7.2378,25.9,0,0.57
249.4,7.2375,25.9,0,0.57
249.43,7.2373,26,0,0.57
249.47,7.2372,26,0,0.57
249.5,7.2369,26.1,0,0.57
249.53,7.2367,26,0,0.57
249.57,7.2365,26,0,0.57
249.6,7.2363,26,0,0.57
249.64,7.236,26,0,0.57
249.67,7.2358,26,0,0.57
249.7,7.2356,26.1,0,0.57
249.74,7.2354,26.1,0,0.57
249.77,7.2351,26,0,0.57
249.8,7.2349,26,0,0.57
249.84,7.2347,26,0,0.57
249.87,7.2345,26,0,0.57
249.91,7.2342,26,0,0.57
249.94,7.234,26,0,0.57
249.97,7.2338,25.9,0,0.57
250.01,7.2336,25.9,0,0.57
250.04,7.2334,26,0,0.57
250.07,7.2332,26,0,0.57
250.11,7.2329,26,0,0.57
250.14,7.2327,26,0,0.57
250.18,7.2325,26,0,0.57
250.21,7.2322,26,0,0.57
250.24,7.232,26,0,0.57
250.28,7.2318,26,0,0.57
250.31,7.2317,26,0,0.57
250.35,7.2314,26,0,0.57
250.38,7.2313,25.9,0,0.57
250.41,7.2311,25.9,0,0.57
250.45,7.2309,26,0,0.57
250.48,7.2308,26,0,0.57
250.51,7.2306,26,0,0.57
250.55,7.2303,26,0,0.57
250.58,7.2301,26,0,0.57
250.62,7.2299,26,0,0.57
250.65,7.2297,26,0,0.57
250.68,7.2295,26,0,0.57
250.72,7.2293,26,0,0.57
250.75,7.2291,26,0,0.57
250.79,7.2289,26,0,0.57
250.82,7.2287,26,0,0.57
250.85,7.2285,26,0,0.57
250.89,7.2283,26,0,0.57
250.92,7.2281,26,0,0.57
250.96,7.2279,26,0,0.57
250.99,7.2277,26,0,0.57
251.02,7.2275,26,0,0.57
251.06,7.2273,26,0,0.57
251.09,7.2271,26,0,0.57
251.12,7.2269,26,0,0.57
251.16,7.2266,26,0,0.57
251.19,7.2264,25.9,0,0.57
251.23,7.2262,26,0,0.57
251.26,7.226,26,0,0.57
251.29,7.2258,25.9,0,0.57
251.33,7.2256,25.9,0,0.57
251.36,7.2254,26,0,0.57
251.4,7.2252,26,0,0.57
251.43,7.225,26,0,0.57
251.46,7.2248,26,0,0.57
251.5,7.2247,26,0,0.57
251.53,7.2245,26,0,0.57
251.57,7.2244,26,0,0.57
251.6,7.2242,26,0,0.57
251.63,7.2241,26,0,0.57
251.67,7.2239,26,0,0.57
251.7,7.2237,26,0,0.57
251.73,7.2235,26,0,0.57
251.77,7.2233,26,0,0.57
251.8,7.2231,26,0,0.57
251.84,7.2229,26,0,0.57
251.87,7.2227,26,0,0.57
251.9,7.2225,26,0,0.57
251.94,7.2223,26,0,0.57
251.97,7.2221,26,0,0.57
252,7.2219,26,0,0.57
252.04,7.2218,26,0,0.57
252.07,7.2216,26.1,0,0.57
252.11,7.2214,26,0,0.57
252.14,7.2212,26,0,0.57
252.17,7.221,26,0,0.57
252.21,7.2209,25.9,0,0.57
252.24,7.2207,26,0,0.57
252.28,7.2204,25.9,0,0.57
252.31,7.2202,25.9,0,0.57
252.34,7.22,25.9,0,0.57
252.38,7.2198,26,0,0.57
252.41,7.2197,25.9,0,0.57
252.44,7.2195,25.9,0,0.57
252.48,7.2193,25.9,0,0.57
252.51,7.2191,25.9,0,0.57
252.55,7.2189,26,0,0.57
252.58,7.2188,26,0,0.57
252.61,7.2186,26,0,0.57
252.65,7.2184,26,0,0.57
252.68,7.2183,26,0,0.57
252.72,7.2182,26,0,0.57
252.75,7.2181,26,0,0.57
252.78,7.2179,26,0,0.57
252.82,7.2177,26,0,0.57
252.85,7.2176,25.9,0,0.57
252.88,7.2174,26,0,0.57
252.92,7.2172,26,0,0.57
252.95,7.2171,26,0,0.57
252.99,7.2169,26,0,0.57
253.02,7.2167,26,0,0.57
253.05,7.2165,25.9,0,0.57
253.09,7.2164,25.9,0,0.57
253.12,7.2162,25.9,0,0.57
253.16,7.216,25.9,0,0.57
253.19,7.2158,26,0,0.57
253.22,7.2157,25.9,0,0.57
253.26,7.2155,26,0,0.57
253.29,7.2153,26,0,0.57
253.33,7.2151,26,0,0.57
253.36,7.2148,26.1,0,0.57
253.39,7.2147,26,0,0.57
253.43,7.2145,26,0,0.57
253.46,7.2143,26,0,0.57
253.49,7.2142,26,0,0.57
253.53,7.214,26.1,0,0.57
253.56,7.2138,26.1,0,0.57
253.6,7.2136,26.1,0,0.57
253.63,7.2135,26.1,0,0.57
253.66,7.2133,26,0,0.57
253.7,7.2132,26,0,0.57
253.73,7.213,26,0,0.57
253.76,7.2129,26,0,0.57
253.8,7.2127,26,0,0.57
253.83,7.2127,26,0,0.57
253.87,7.2125,26,0,0.57
253.9,7.2123,26,0,0.57
253.93,7.2122,26,0,0.57
253.97,7.212,26,0,0.57
254,7.2118,26,0,0.57
254.04,7.2117,26,0,0.57
254.07,7.2115,26,0,0.57
254.1,7.2113,26.1,0,0.57
254.14,7.2112,26,0,0.57
254.17,7.211,26,0,0.57
254.2,7.2109,26,0,0.57
254.24,7.2107,26,0,0.57
254.27,7.2106,26,0,0.57
254.31,7.2104,26,0,0.57
254.34,7.2102,26,0,0.57
254.37,7.2101,26,0,0.57
254.41,7.2099,26,0,0.57
254.44,7.2097,26,0,0.57
254.48,7.2095,26.1,0,0.57
254.51,7.2093,26.1,0,0.57
254.54,7.2091,26.1,0,0.57
254.58,7.209,26.1,0,0.57
254.61,7.2088,26,0,0.57
254.64,7.2086,26,0,0.57
254.68,7.2085,26,0,0.57
254.71,7.2083,26,0,0.57
254.75,7.2082,26,0,0.57
254.78,7.208,26,0,0.57
254.81,7.2079,26,0,0.57
254.85,7.2077,26,0,0.57
254.88,7.2077,26,0,0.57
254.92,7.2075,26,0,0.57
254.95,7.2074,26.1,0,0.57
254.98,7.2073,26.1,0,0.57
255.02,7.2072,26.1,0,0.57
255.05,7.207,26.1,0,0.57
255.09,7.2069,26.1,0,0.57
255.12,7.2067,26.1,0,0.57
255.15,7.2066,26.1,0,0.57
255.19,7.2064,26,0,0.57
255.22,7.2063,26,0,0.57
255.25,7.2061,26,0,0.57
255.29,7.206,26,0,0.57
255.32,7.2059,26,0,0.57
255.36,7.2057,26,0,0.57
255.39,7.2055,26,0,0.57
255.42,7.2054,26,0,0.57
255.46,7.2052,26,0,0.57
255.49,7.2051,26,0,0.57
255.52,7.2049,26,0,0.57
255.56,7.2047,26,0,0.57
255.59,7.2046,26,0,0.57
255.63,7.2044,26,0,0.57
255.66,7.2042,26,0,0.57
255.69,7.2041,26,0,0.57
255.73,7.204,26,0,0.57
255.76,7.2038,26,0,0.57
255.8,7.2037,26,0,0.57
255.83,7.2035,26,0,0.56
255.86,7.2034,26,0,0.56
255.9,7.2032,26,0,0.57
255.93,7.2031,26,0,0.57
255.96,7.203,26,0,0.56
256,7.2029,25.9,0,0.57
256.03,7.2027,25.9,0,0.57
256.07,7.2026,25.9,0,0.57
256.1,7.2025,26,0,0.57
256.13,7.2024,26,0,0.56
256.17,7.2022,26.1,0,0.57
256.2,7.2021,26.1,0,0.57
256.24,7.2019,26.1,0,0.57
256.27,7.2018,26.1,0,0.57
256.3,7.2017,26,0,0.57
256.34,7.2015,26,0,0.57
256.37,7.2014,26,0,0.57
256.4,7.2012,25.9,0,0.56
256.44,7.2011,26,0,0.56
256.47,7.201,26,0,0.57
256.51,7.2008,26,0,0.57
256.54,7.2007,26.1,0,0.57
256.57,7.2006,26,0,0.57
256.61,7.2005,26,0,0.56
256.64,7.2003,26,0,0.57
256.68,7.2001,26,0,0.57
256.71,7.2,26,0,0.56
256.74,7.1998,26,0,0.56
256.78,7.1997,26,0,0.57
256.81,7.1996,26,0,0.57
256.85,7.1994,26,0,0.57
256.88,7.1993,26,0,0.56
256.91,7.1991,25.9,0,0.56
256.95,7.199,25.9,0,0.57
256.98,7.1988,26,0,0.56
257.01,7.1987,26,0,0.56
257.05,7.1986,26,0,0.56
257.08,7.1985,26,0,0.56
257.12,7.1984,26,0,0.56
257.15,7.1983,26,0,0.57
257.18,7.1982,26,0,0.56
257.22,7.198,26,0,0.56
257.25,7.1979,26,0,0.56
257.28,7.1978,26,0,0.56
257.32,7.1977,26,0,0.56
257.35,7.1975,26,0,0.57
257.39,7.1974,26,0,0.56
257.42,7.1973,26,0,0.56
257.45,7.1972,26,0,0.56
257.49,7.197,26,0,0.57
257.52,7.1969,26,0,0.57
257.56,7.1968,26,0,0.57
257.59,7.1966,26,0,0.57
257.62,7.1965,26,0,0.56
257.66,7.1963,25.9,0,0.57
257.69,7.1962,26,0,0.57
257.72,7.1961,26,0,0.56
257.76,7.1959,26,0,0.56
257.79,7.1957,26.1,0,0.57
257.83,7.1956,26,0,0.56
257.86,7.1955,26,0,0.56
257.89,7.1954,26,0,0.56
257.93,7.1952,25.9,0,0.56
257.96,7.1951,26,0,0.56
258,7.195,26,0,0.56
258.03,7.1949,26,0,0.56
