Pore widths [nm],Pore distribution [dV/dW],Pore cumulative volume [cm3/{self.isotherm.material_unit}]
0.933527249576179,0.1100848056497678,0.36756799667773593
0.9227396620218065,0.16559021007778021,0.36580042368863086
0.9120403415521943,0.0872652010114254,0.36486456898768344
0.9013621841721666,0.16778057491347495,0.3630807167205095
0.8907744457964627,0.12865737900384033,0.36172422768675394
0.8802719879466148,0.037086466142885174,0.3613362478529837
0.869849406797536,0.13844202881117795,0.3598987117126996
0.8595019970334622,0.11092118347252149,0.3587549866430147
0.8492238829214223,0.15233170304391147,0.3571943365786343
0.8390482099718352,0.13574114253228847,0.35582250012462974
0.828929642063791,0.10630974818243567,0.3547454901878934
0.818823962705277,0.10558416919682052,0.35368114986183546
0.8087682169414895,0.11773750451260014,0.35250012495744093
0.7987593348237969,0.12284325723195327,0.3512733183060411
0.7887935915437732,0.18824787248395586,0.3494012454913701
0.7788614776161548,0.09204121172574202,0.34848824217998026
0.7689587077625467,0.11112318021128337,0.34738967462577636
0.7591006224827429,0.16930870902764208,0.34572534692036266
0.7492551736885251,0.23007556944665858,0.3434566266774248
0.7393987295937218,0.10775933250661418,0.3423949680467582
0.7295453241406109,0.34795482993580173,0.33896598318854165
0.7196885287351449,0.14947807501344237,0.33749229276077974
0.7098233389569291,0.8011717495702679,0.32958354775579746
0.6999368931550722,0.8119598166055202,0.3215439934290332
0.690019981014977,0.6997273617707316,0.31459401766163225
0.6800771204694573,2.1584590148731926,0.2931101934978811
0.6700793593378322,1.5369729805244994,0.2776755934615347
0.6600067761504183,3.076900518119824,0.24658979095009356
0.6498614648690184,3.171465415154467,0.21427997111313996
0.639624507835534,2.6317282266758713,0.18720935297981456
0.6292797682185453,3.7698346549286,0.1479909041355958
0.618807512450551,2.1220520879179694,0.1256217510647426
0.608190034145368,2.033612678887479,0.10387496223686576
0.597394533293304,1.5070405146370804,0.0874522462533357
0.5863865014088008,1.0483810387893329,0.07579557532301547
0.575132766831095,0.6731749998252364,0.06812896419773479
0.5635868170858116,0.5435264389552278,0.06176798442846534
0.551697334334719,0.3830325792020117,0.057142559537617085
0.5393964282467029,0.3863593075345191,0.05230301821865285
0.5265933387513242,0.27940436263240065,0.04864836249492583
0.5131673507914962,0.23123562649217366,0.04546382963143112
0.4989579083048741,0.22247354092425053,0.04220524275762904
0.4837372820673255,0.18787895353372314,0.03923784941960658
0.4671639513389234,0.1707319922246109,0.03627522507950318
0.4486733073159849,0.14223394413856943,0.0334833430085722
0.42722650843585014,0.13897261015524326,0.03025017375749861
0.40043963646738395,0.09527399944444694,0.02736251894945997
0.3541247630278746,0.06165429695355126,0.02352017398219647
0.32011310095718176,0.7573134332652723,0.01920157409826507
