Pore widths [nm],Pore distribution [dV/dW],Pore cumulative volume [cm3/{self.isotherm.material_unit}]
1.2172147096318162,0.12055380656532685,0.10538174439423657
1.196070360075112,0.11755427338833936,0.10292554178083359
1.175410774886391,0.11079266654903842,0.10066260495632542
1.1553500633249327,0.13151777913651266,0.09807217110641549
1.1356959407703684,0.11077967209994011,0.09589958328685884
1.116294280838774,0.06474913397658219,0.0946569484385797
1.097294292749572,0.09082269747266257,0.09294871448265296
1.0787810496014252,0.21201760176259152,0.08908616963190737
1.0606043112599046,0.0847622481594089,0.08754896912781558
1.0426361244475701,0.1409261833694759,0.08504035122288703
1.0249934094055266,0.19090597127113967,0.08170245680823279
1.007750913713537,0.10317246819041898,0.07994847358962477
0.9907805852929508,0.11541796877130946,0.07799327473069076
0.9739756791532366,0.1725178328255573,0.07511746244709204
0.9574330229727364,0.17184863816151513,0.07229645361595388
0.941136241731169,0.12078855264903228,0.07034234820109479
0.9251323706845588,0.207757975568465,0.0670535727512511
0.909329475598875,0.10920391589134638,0.0653307771829741
0.8936517373973432,0.183166863759793,0.062477124279026054
0.878162028321156,0.19515218062987316,0.05947180173088202
0.8628441307474654,0.12218689341007477,0.05761017408385404
0.8477254371783447,0.21235297225185196,0.05442456432354742
0.8327368629021719,0.12451662134866265,0.05255984519725954
0.8178217823183107,0.19171278017580076,0.04971204831264213
0.8030191590039181,0.08766163206931898,0.04841897351068029
0.788311526986459,0.22432835374673868,0.04512930717449926
0.7736819395325937,0.14992378976934412,0.042941220335610035
0.759128365054123,0.21458176145873953,0.03982710503705857
0.7446058631749505,0.14890861322069643,0.03766308831076405
0.7300761481553859,0.17079163652551432,0.03518201279903874
0.715539842082048,0.17435115744738075,0.032645953589286285
0.7009730574473341,0.14317070762418332,0.03055739767743694
0.6863583345996688,0.14471311459294794,0.028438569899835685
0.6716428903385326,0.16569842099600712,0.02598800383762013
0.6567815331913471,0.1589489219462678,0.02361435604118494
0.6417478115703878,0.127682542082434,0.021682002900311737
0.6264857356624329,0.12964621129902207,0.019686733660399656
0.6109374048828238,0.12736039174898506,0.0176863408914854
0.5950157127383939,0.12272987972370919,0.01570586955315162
0.5786174605785472,0.11221420486201492,0.013836417567996596
0.5616178516310237,0.10369080739666746,0.012038466182147269
0.5438382728261554,0.09134644660079448,0.010374169280890907
0.5250292868533937,0.08259901924647335,0.008771883852717806
0.5048116862602189,0.07280969663900677,0.007240197754694951
0.48257545336381474,0.059263683497771745,0.00585131637486522
0.4572192855616994,0.04672698272461538,0.004576757924437746
0.42629069240068956,0.03470519320265917,0.0033766358820666942
0.3802957410494695,0.01845975541075015,0.0023168718758855827
0.33442624781436275,0.0378776933164015,0.001016547402888348
