Pore widths [nm],Pore distribution [dV/dW],Pore cumulative volume [cm3/{self.isotherm.material_unit}]
0.3715644563265267,0.022982728427608925,0.012536947430878107
0.4717248605761148,0.039874860974995686,0.016194062783415664
0.5401166480112058,0.03904665565402184,0.017953847272745037
0.5924011818364759,0.04086255469272544,0.02038518170512902
0.640659478216155,0.6136590119805391,0.043100560803025205
0.6771557221398943,4.5746433845916386,0.20767884263038316
0.7040427563153764,0.42368991614374957,0.21521962030419936
0.7218139304187514,0.1798804548839108,0.21841150527450043
0.7395560879182767,0.11105793434502514,0.22038165480623248
0.7572863032279039,0.13697559199111597,0.2228089437570317
0.7750592671087942,0.107574891618099,0.2247265020281631
0.7929412404080929,0.11140592876031111,0.22672496993098787
0.8109460127198723,0.10029232817090586,0.2285373456809179
0.8291047160603858,0.09400632917412483,0.23025262987281608
0.8473942991540715,0.0944469176722038,0.23198409599105282
0.8658803872035439,0.08486196136056531,0.23356587929065706
0.884645612906622,0.07645119545984705,0.23501011621638257
0.9133399546975052,0.07093147940751174,0.23774081628603164
0.9628037868594577,0.055363498678110176,0.24108642955655005
1.047379754462613,0.049525731269573006,0.2464709655457397
