Pore widths [nm],Pore distribution [dV/dW],Pore cumulative volume [cm3/{self.isotherm.material_unit}]
0.3715644563265267,0.04292178075348921,0.013697225353309868
0.45887640331176754,0.0747295435089465,0.01863071264732687
0.5164013711701236,0.10307364562122745,0.023684623646945704
0.5620837597822078,0.12562537725750048,0.029002689871756072
0.6027007314317502,0.13560853034226938,0.034278025104256024
0.6497058003363445,0.14133270422965,0.04206671961173932
0.7039732183634587,0.1434582422969993,0.049731105777956204
0.757329051799167,0.13953431741862604,0.057166298439962696
0.8110999437486064,0.13288633709623757,0.06437618223342366
0.8661595248571496,0.13525226291472023,0.07193179860103228
0.9435549280138611,0.1254594559889417,0.08434320954936604
1.047379754462613,0.08164302925306627,0.0932196020429319
1.1631266149567825,0.06261778529143949,0.10090729602313618
1.2949726337163068,0.043168650864258966,0.1069906354738689
1.4483428455265765,0.029564628541864185,0.11189304568256918
1.7541652430205936,0.01620686946559405,0.11911846801868839
2.344447601119497,0.006746325012929462,0.12407526312669272
3.4531137157377825,0.002389590172646689,0.1276180508527899
