Pore widths [nm],Pore distribution [dV/dW],Pore cumulative volume [cm3/{self.isotherm.material_unit}]
0.8115680549704837,0.21617896579061818,0.3510713643015544
0.8042957950515462,0.11220514619519101,0.35025674946662283
0.7970469408841665,0.14220243302878233,0.34922753666873957
0.7898194115949492,0.09677660140778094,0.3485290613200628
0.7826106001748346,0.19033564227197297,0.347158602095755
0.7754177299269205,0.10947051200282444,0.3463719999056871
0.7682420974881741,0.10552741879148879,0.34561581699479565
0.7611002662990648,0.06225350661760709,0.34517270187718346
0.7539636577400662,0.1459447161851971,0.3441284232209222
0.7468103455196058,0.19300502795011537,0.3427481822140477
0.7396608093608555,0.11398020589808518,0.34193348010468444
0.7325152719490836,0.10472603945023698,0.34118538807254056
0.725369943747352,0.13035809472612434,0.3402536754394375
0.7182205471803174,0.12670909045578932,0.33934752035348426
0.7110639951777629,0.1544180998508609,0.33824163300886845
0.703898693586021,0.09877829891109369,0.3375334953430467
0.6967214869609342,0.21046440878904735,0.3360212131559501
0.6895263684072483,0.10075550508904538,0.3352952915274596
0.6823226426515347,0.17866590074391056,0.33400842040889633
0.6750926910905919,0.2911512258505089,0.3318954674296054
0.6678166507981836,0.10682103938505312,0.331116224483451
0.6605071472465688,0.3613887416415395,0.32846935482877526
0.6531613719869677,0.06301775808335273,0.3280050785154228
0.6457699281442336,0.6619535141051434,0.32309636284589904
0.6383273077413014,0.5139332201321106,0.3192574144230356
0.6308268851040562,0.6811406890430126,0.3141276733681501
0.6232611772370297,0.8140133890938268,0.30794091748137065
0.6156218897596148,1.5173609321047297,0.2962902215408523
0.6079004782142183,1.6050839386147255,0.28382745046567015
0.6000894139130812,1.3816001738042563,0.2729714327742376
0.5921721353064042,2.0833563161206636,0.25635252248139
0.5841337105576416,2.2691889605711957,0.23797240832325747
0.5759618431219156,1.3168330384174418,0.22711660226143893
0.5676390868837122,1.5505622269208863,0.21408933948323977
0.5591468352128156,2.127423893026151,0.19582994702904988
0.5504604603358921,1.745864571458482,0.1804839989640621
0.5415550802354503,1.7979391531621465,0.1642650134787143
0.5323956184787555,1.3005001329720807,0.15217290096590907
0.5229403769840097,2.215683781067061,0.1308747844117043
0.51314004053908,1.7293018762265382,0.11360210606663525
0.5029299971157315,2.0912939442539282,0.09178604330049404
0.49223013654441977,1.4100699667376038,0.07632057627749192
0.4809325807649814,1.5563256892456372,0.05822480478589147
0.46889366938290045,1.0607295518491784,0.045018103154440395
0.4558998007629457,0.7790757081384811,0.03447163535325759
0.4416334026426403,0.513537350803722,0.02677081293866446
0.4255765680354874,0.3871182751245913,0.02014411188172824
0.4067544961888646,0.2067500461978634,0.015900336291734297
0.3828342876718302,0.13797224371617697,0.012131720998452177
