Pore widths [nm],Pore distribution [dV/dW],Pore cumulative volume [cm3/{self.isotherm.material_unit}]
0.9668261089748629,0.10357962644469756,0.09835039262700578
0.9549182459337622,0.0599843293892163,0.09764001779783438
0.9431376457648276,0.036446931379423654,0.09721291345497406
0.9314762387461537,0.031839748951583584,0.09684343586319752
0.9199918601792078,0.03200308919765199,0.09647973771878851
0.9086100230527444,0.024397050518326368,0.09620163075471425
0.8972617891167898,0.025895627571670382,0.09590908102563071
0.8860133975752325,0.018664170253961783,0.09570005128602369
0.8748591268379141,0.01604030151830633,0.09552185922474746
0.8637927503916693,0.02568245518949461,0.09523874274819509
0.8528085260973154,0.014093304774488705,0.09508449550706592
0.8419381778620233,0.02213574183776866,0.09484551850640588
0.8311336220089725,0.01344100868782527,0.09470017909371431
0.8203496345930362,0.012101523227867676,0.09457002912375957
0.8096232884170381,0.014460807112204549,0.09441532957292137
0.7989507214140169,0.01609778582772384,0.09424393188143759
0.7883263619296131,0.01140051837096954,0.09412307002307126
0.7777402197107751,0.011374859321208563,0.09400282810169346
0.7672122630222094,0.01394854110565523,0.09385657675157888
0.7567062449582184,0.007391721200683731,0.09377876431059622
0.7461878993959696,0.006265428822967705,0.09371291641251554
0.7356814553867032,0.011522932556872548,0.09359188910747572
0.7251768727202124,0.010508017132374252,0.093481491915298
0.7146643742699024,0.0078110893589755865,0.09339932706391754
0.7041353036251203,0.009858862625688131,0.09329542312079711
0.6935790039617713,0.01696145653381031,0.0931160818666476
0.6829937947511653,0.01545324570641049,0.09295232443886595
0.6723498778996962,0.0066913911511574985,0.09288078762167454
0.6616255914250728,0.010034642476294434,0.09277283795511665
0.6508210042937472,0.005583284481769241,0.09271225108347295
0.6399139921334538,0.004404176758558652,0.09266397007828185
0.6288849033853636,0.007107575031002683,0.09258510706892539
0.6177098971086339,2.263110966787795,0.06711518622593898
0.606365822113943,2.825245386909285,0.034811992843027884
0.5948138722886843,0.8822597590808462,0.02451590314549123
0.5830106009360816,0.49480579250319784,0.01860969902484541
0.5709147488660495,0.33449529690239216,0.014510360307033359
0.5519169333871924,0.18849424985290789,0.009658455090118994
0.5322079050900823,0.11216342639712447,0.008124315018484738
0.5181739145456573,0.09398458368452277,0.006771852430817917
0.5033243922844766,0.05007930924070708,0.00600519907260278
0.4874119385383371,0.06319400997008519,0.0049614790380479844
0.47006332738541273,0.0454455424791434,0.00413522911221095
0.45065606467602365,0.033756430667230095,0.0034387182979279344
0.42802522745620347,0.027915163544834417,0.00275121671498417
0.39935929185157354,0.017167751660982576,0.0021897690408168476
0.35013272867140954,0.008676445577493317,0.0016192970511871212
0.31725972203807185,-160.68332561299738,0.0010584605902749908
